domain,url_count,quality_score,cultural_relevance_score,confidence,reasoning,priority,sample_urls
www.epsilontheory.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.epsilontheory.co=
www.wsj=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.wsj=
www.npr.org,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.npr.org/sections/goatsandsoda/2020/04/15/834666123/trump-and=
www.who.int,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.who.int/publications/m/item/covid-19-v=
app.kajabi.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://app.kajabi.com/members/BAhbB2wrB2DECIFVOiBBY3RpdmVTdXBwb3J0OjpUaW1lV2l0aFpvbmVbCEl1OglUaW1lDc+XHsD86tYICToNbmFub19udW1pAo8COg1uYW5vX2RlbmkGOg1zdWJtaWNybyIHZVA6CXpvbmVJIghVVEMGOgZFRkkiCFVUQwY7C1RACw==--10efba8a6dcc6e65b7e639dae36f6cfc32946204/settings
www.coindesk.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.coindesk.com/layer2/privacywe=
go.bu=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://go.bu=
hum=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://hum=
humb=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://humb=
www.instagram.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.instagram.=
www.sphero.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.sphero.com
swiftle.io,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://swiftle.io/
i.imgur.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://i.imgur.=
www.canva.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.canva.com/
links.profgalloway.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://links.profgalloway.com/e/=
www.section4.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.section4.com/
www.section=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.section=
bubblehelpers.us14.list-manage=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://bubblehelpers.us14.list-manage=
bubblehelpers.us1=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://bubblehelpers.us1=
bubblehelpers.us14.list=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://bubblehelpers.us14.list=
bubblehelpers.us14.list-manage.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://bubblehelpers.us14.list-manage.c=
laughingsquid.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://laughingsquid.com/origami-video-tutorials/=
www.theguardian=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.theguardian=
www.fo=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.fo=
win.gettheelevator.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://win.gettheelevator.com/ppy
www.rotarydigital.net,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.rotarydigital.net/jobs
melmagazine.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://melmagazine.com/en-us/story/leggo-my-=
www.foodandwine.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.foodandwine.com/travel/best-=
elevator.updatemyprofile.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://elevator.updatemyprofile.com/t-qddhrit-=
elevator.cmail20.com=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://elevator.cmail20.com=
www.artofmanliness.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.artofmanliness.com/skills/manly-know-=
www.fastcompany.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.fastcompany.com/90755870/8-tips-for-starting-=
digg.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://digg.com/cul=
discord.supabase.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://discord.supabase.com/
email.mail.spiffy.co,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mail.spiffy.co/=
email.mail.spi=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://email.mail.spi=
static.spiffy.co,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://static.spiffy.co/2840/62d6b9cae96d721f4fec768e5cb90be7a2d61a0e=
ampsp.webengage.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ampsp.webengage.c=
online.lifelonglearning.jhu.edu,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://online.lifelonglearning.jhu.edu/jhu-certifica=
c.webengage.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://c.webengage.com/lw/g1.jpg=3Fp=
efiles.webengage.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://efiles.webengage.=
ampsp.weben=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ampsp.weben=
www.aws=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.aws=
console.aws.amazon.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://console.aws.amazon.com/=
p6li1chk.r.us=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://p6li1chk.r.us=
m.media-amazon.com,1,0.25,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://m.media-amazon.com/images/G/01/amazonwebservices/=
www.aws.amazon.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.aws.amazon.com
www.twitch.tv%2Faws,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.twitch.tv%2Faws/1/01000197c2a5b31b-910657f7-ad0e-494c-88=
console=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://console=
p6l=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://p6l=
p6li1chk.r.us-east-1.awstrac=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://p6li1chk.r.us-east-1.awstrac=
p6li1chk.r.us-east-1=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://p6li1chk.r.us-east-1=
p6=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://p6=
p6li1chk.r.us-e=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://p6li1chk.r.us-e=
www.fillo=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.fillo=
yourdomain.com),1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://yourdomain.com)
for=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://for=
forms.gorick.c=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://forms.gorick.c=
www.beehiiv.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.beehiiv.com/
paidfor=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://paidfor=
paidforpeace=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://paidforpeace=
s3.amazonaw=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://s3.amazonaw=
www.youtub=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.youtub=
www.youtube.co=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.youtube.co=
u5729963.ct.sendgrid.net,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://u5729963.ct.sendgrid.net/ls/click?upn=3Du001.nc%3D
www.gtalumni.org=20,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.gtalumni.org=20
inst=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://inst=
www.faceb=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.faceb=
securelb.imo=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://securelb.imo=
www.gtalumni.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.gtalumni.=
gatec=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://gatec=
gatech.co1.qualtric=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://gatech.co1.qualtric=
link.gtalumni.org,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,http://link.gtalumni.org/wf=
www.f=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.f=
securelb.imod=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://securelb.imod=
futurism.beehiiv.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://futurism.beehiiv.com/p/futurism-080825-2a01e1f4ff1f003a
theaiinnovator.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://theaiinnovator.com/wisdom-isnt-coming-to-ai-and-thats-a=
magic=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://magic=
ai-report.kdnuggets.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://ai-report.kdnuggets.com/p/rag-vs-mcp-vs-agents-explained
www.superhuman.ai%2Fc%2Fconfirmation%3Fmagiclink_subscription&ut=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.superhuman.ai%2Fc%2Fconfirmation%3Fmagiclink_subscription&ut=
www.recurse.ml,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.recurse.ml/)
www.cnbc.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.cnbc.com/2025/08/10/ai-artificial-intelligence-bill=
www.superhuman.ai%2Fc%2Fconfirmatio=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.superhuman.ai%2Fc%2Fconfirmatio=
invest.pacaso.com)~~.,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://invest.pacaso.com)~~.
www.ticketmaster.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://www.ticketmaster.com/event/0900612CD92F5EC6?did=3Dearly%3D0D
stripe.com)=C2=A0=C2=A0,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://stripe.com)=C2=A0=C2=A0
parcel.io,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://parcel.io/blog/preheader-spacing
resend.com),1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://resend.com)
stripe-images.stripecdn.=,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://stripe-images.stripecdn.=
pay.stripe.com,1,0.5,0.0,0.5,Medium value domain requiring human assessment,NORMAL,https://pay.stripe.com/invoice/acct_1LV6EkJEBzQp=
